[2026-05-04 20:09:13.815] Schedulers iniciados...
[2026-05-04 20:09:13.828] PreExecutionChecks iniciados...
[2026-05-04 20:09:13.830] WorkerExecutions iniciados...
[2026-05-04 20:09:13.831] PostProcessings iniciados...
[2026-05-04 20:09:13.831] Sistema en ejecucion...
[2026-05-04 20:09:41.141] Nodo 124 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.141] Nodo 125 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 4
[2026-05-04 20:09:41.141] Nodo 126 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.141] Nodo 127 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.141] Nodo 128 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 3
[2026-05-04 20:09:41.141] Nodo 129 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.141] Nodo 130 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.141] Nodo 131 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.141] Nodo 132 | Estado: LIBRE | Ejecuciones: 5
[2026-05-04 20:09:41.141] Nodo 133 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.141] Nodo 134 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 135 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 4
[2026-05-04 20:09:41.142] Nodo 136 | Estado: LIBRE | Ejecuciones: 5
[2026-05-04 20:09:41.142] Nodo 137 | Estado: LIBRE | Ejecuciones: 5
[2026-05-04 20:09:41.142] Nodo 138 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 139 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 140 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.142] Nodo 141 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 142 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 143 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 144 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 145 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.142] Nodo 146 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 147 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.142] Nodo 148 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.142] Nodo 149 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 150 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 151 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.142] Nodo 152 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 153 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 154 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.142] Nodo 155 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 156 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.142] Nodo 157 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 158 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 159 | Estado: LIBRE | Ejecuciones: 5
[2026-05-04 20:09:41.143] Nodo 160 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 161 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.143] Nodo 162 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 163 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 164 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 165 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.143] Nodo 166 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 167 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 168 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.143] Nodo 169 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 4
[2026-05-04 20:09:41.143] Nodo 170 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 171 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.143] Nodo 172 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.143] Nodo 173 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 174 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 175 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 176 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.143] Nodo 177 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.143] Nodo 178 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.143] Nodo 179 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.143] Nodo 180 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.144] Nodo 181 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 4
[2026-05-04 20:09:41.144] Nodo 182 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.144] Nodo 183 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 184 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 3
[2026-05-04 20:09:41.144] Nodo 185 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.144] Nodo 186 | Estado: LIBRE | Ejecuciones: 5
[2026-05-04 20:09:41.144] Nodo 187 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 188 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.144] Nodo 189 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 190 | Estado: LIBRE | Ejecuciones: 6
[2026-05-04 20:09:41.144] Nodo 191 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.144] Nodo 192 | Estado: LIBRE | Ejecuciones: 1
[2026-05-04 20:09:41.144] Nodo 193 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 1
[2026-05-04 20:09:41.144] Nodo 194 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 195 | Estado: LIBRE | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 196 | Estado: LIBRE | Ejecuciones: 4
[2026-05-04 20:09:41.144] Nodo 197 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 2
[2026-05-04 20:09:41.144] Nodo 198 | Estado: LIBRE | Ejecuciones: 3
[2026-05-04 20:09:41.144] Nodo 199 | Estado: FUERA_DE_SERVICIO | Ejecuciones: 3
[2026-05-04 20:09:41.160] Sistema finalizado. Tiempo de ejecucion: 27,33 segundos.
